"margin","game_seconds_remaining","trailing_timeouts","leading_timeouts","trailing_is_home","trailing_wp","leading_wp"
8,390,0,0,TRUE,0.116253793239594,0.883746206760406
9,390,0,0,TRUE,0.100020490586758,0.899979509413242
7,420,0,0,TRUE,0.168127372860909,0.831872627139091
8,420,0,0,TRUE,0.11943506449461,0.88056493550539
9,420,0,0,TRUE,0.115691788494587,0.884308211505413
7,450,0,0,TRUE,0.168127372860909,0.831872627139091
8,450,0,0,TRUE,0.130271792411804,0.869728207588196
9,450,0,0,TRUE,0.115691788494587,0.884308211505413
7,480,0,0,TRUE,0.168127372860909,0.831872627139091
8,480,0,0,TRUE,0.130271792411804,0.869728207588196
9,480,0,0,TRUE,0.113801792263985,0.886198207736015
7,510,0,0,TRUE,0.165149614214897,0.834850385785103
8,510,0,0,TRUE,0.133772224187851,0.866227775812149
9,510,0,0,TRUE,0.111657045781612,0.888342954218388
7,540,0,0,TRUE,0.165149614214897,0.834850385785103
8,540,0,0,TRUE,0.133772224187851,0.866227775812149
9,540,0,0,TRUE,0.111657045781612,0.888342954218388
7,570,0,0,TRUE,0.172149211168289,0.827850788831711
8,570,0,0,TRUE,0.144310936331749,0.855689063668251
9,570,0,0,TRUE,0.121885649859905,0.878114350140095
7,600,0,0,TRUE,0.172149211168289,0.827850788831711
8,600,0,0,TRUE,0.144310936331749,0.855689063668251
9,600,0,0,TRUE,0.127560645341873,0.872439354658127
7,630,0,0,TRUE,0.172149211168289,0.827850788831711
8,630,0,0,TRUE,0.144310936331749,0.855689063668251
9,630,0,0,TRUE,0.127560645341873,0.872439354658127
7,660,0,0,TRUE,0.172149211168289,0.827850788831711
8,660,0,0,TRUE,0.15541560947895,0.84458439052105
9,660,0,0,TRUE,0.148371174931526,0.851628825068474
7,690,0,0,TRUE,0.172149211168289,0.827850788831711
8,690,0,0,TRUE,0.162082761526108,0.837917238473892
9,690,0,0,TRUE,0.148371174931526,0.851628825068474
7,720,0,0,TRUE,0.172149211168289,0.827850788831711
8,720,0,0,TRUE,0.162082761526108,0.837917238473892
9,720,0,0,TRUE,0.148371174931526,0.851628825068474
7,750,0,0,TRUE,0.172149211168289,0.827850788831711
8,750,0,0,TRUE,0.162082761526108,0.837917238473892
9,750,0,0,TRUE,0.148371174931526,0.851628825068474
7,780,0,0,TRUE,0.167442843317986,0.832557156682014
8,780,0,0,TRUE,0.160752788186073,0.839247211813927
9,780,0,0,TRUE,0.147133961319923,0.852866038680077
7,810,0,0,TRUE,0.171210765838623,0.828789234161377
8,810,0,0,TRUE,0.160017415881157,0.839982584118843
9,810,0,0,TRUE,0.152802139520645,0.847197860479355
7,840,0,0,TRUE,0.182801365852356,0.817198634147644
8,840,0,0,TRUE,0.160017415881157,0.839982584118843
9,840,0,0,TRUE,0.152802139520645,0.847197860479355
7,870,0,0,TRUE,0.182801365852356,0.817198634147644
8,870,0,0,TRUE,0.160017415881157,0.839982584118843
9,870,0,0,TRUE,0.152802139520645,0.847197860479355
7,900,0,0,TRUE,0.20407535135746,0.79592464864254
8,900,0,0,TRUE,0.156875565648079,0.843124434351921
9,900,0,0,TRUE,0.152802139520645,0.847197860479355
7,0,1,0,TRUE,0.0449458360671997,0.9550541639328
8,0,1,0,TRUE,0.0185016561299562,0.981498343870044
9,0,1,0,TRUE,0.0129910968244076,0.987008903175592
7,30,1,0,TRUE,0.0951004028320312,0.904899597167969
8,30,1,0,TRUE,0.063399963080883,0.936600036919117
9,30,1,0,TRUE,0.0285537857562304,0.97144621424377
7,60,1,0,TRUE,0.114358194172382,0.885641805827618
8,60,1,0,TRUE,0.0767831355333328,0.923216864466667
9,60,1,0,TRUE,0.0348549783229828,0.965145021677017
7,90,1,0,TRUE,0.129170432686806,0.870829567313194
8,90,1,0,TRUE,0.0767831355333328,0.923216864466667
9,90,1,0,TRUE,0.0348549783229828,0.965145021677017
7,120,1,0,TRUE,0.135284245014191,0.864715754985809
8,120,1,0,TRUE,0.0767831355333328,0.923216864466667
9,120,1,0,TRUE,0.0467606969177723,0.953239303082228
7,150,1,0,TRUE,0.141105234622955,0.858894765377045
8,150,1,0,TRUE,0.0777207314968109,0.922279268503189
9,150,1,0,TRUE,0.0658362805843353,0.934163719415665
7,180,1,0,TRUE,0.168351650238037,0.831648349761963
8,180,1,0,TRUE,0.0835454985499382,0.916454501450062
9,180,1,0,TRUE,0.0708387792110443,0.929161220788956
7,210,1,0,TRUE,0.187728598713875,0.812271401286125
8,210,1,0,TRUE,0.0962676107883453,0.903732389211655
9,210,1,0,TRUE,0.080708734691143,0.919291265308857
7,240,1,0,TRUE,0.185601145029068,0.814398854970932
8,240,1,0,TRUE,0.0997393950819969,0.900260604918003
9,240,1,0,TRUE,0.079675130546093,0.920324869453907
7,270,1,0,TRUE,0.198901638388634,0.801098361611366
8,270,1,0,TRUE,0.113034687936306,0.886965312063694
9,270,1,0,TRUE,0.0876648873090744,0.912335112690926
7,300,1,0,TRUE,0.198901638388634,0.801098361611366
8,300,1,0,TRUE,0.124882213771343,0.875117786228657
9,300,1,0,TRUE,0.0876648873090744,0.912335112690926
7,330,1,0,TRUE,0.198901638388634,0.801098361611366
8,330,1,0,TRUE,0.140098825097084,0.859901174902916
9,330,1,0,TRUE,0.0994077175855637,0.900592282414436
7,360,1,0,TRUE,0.198901638388634,0.801098361611366
8,360,1,0,TRUE,0.151689916849136,0.848310083150864
9,360,1,0,TRUE,0.131342500448227,0.868657499551773
7,390,1,0,TRUE,0.20731583237648,0.79268416762352
8,390,1,0,TRUE,0.14931109547615,0.85068890452385
9,390,1,0,TRUE,0.129136219620705,0.870863780379295
7,420,1,0,TRUE,0.212390124797821,0.787609875202179
8,420,1,0,TRUE,0.153240144252777,0.846759855747223
9,420,1,0,TRUE,0.148616150021553,0.851383849978447
7,450,1,0,TRUE,0.212390124797821,0.787609875202179
8,450,1,0,TRUE,0.166563853621483,0.833436146378517
9,450,1,0,TRUE,0.148616150021553,0.851383849978447
7,480,1,0,TRUE,0.212390124797821,0.787609875202179
8,480,1,0,TRUE,0.166563853621483,0.833436146378517
9,480,1,0,TRUE,0.146277233958244,0.853722766041756
7,510,1,0,TRUE,0.208825200796127,0.791174799203873
8,510,1,0,TRUE,0.170847907662392,0.829152092337608
9,510,1,0,TRUE,0.143619641661644,0.856380358338356
7,540,1,0,TRUE,0.208825200796127,0.791174799203873
8,540,1,0,TRUE,0.170847907662392,0.829152092337608
9,540,1,0,TRUE,0.143619641661644,0.856380358338356
7,570,1,0,TRUE,0.217194348573685,0.782805651426315
8,570,1,0,TRUE,0.183688089251518,0.816311910748482
9,570,1,0,TRUE,0.156261250376701,0.843738749623299
7,600,1,0,TRUE,0.217194348573685,0.782805651426315
8,600,1,0,TRUE,0.183688089251518,0.816311910748482
9,600,1,0,TRUE,0.163239181041718,0.836760818958282
7,630,1,0,TRUE,0.217194348573685,0.782805651426315
8,630,1,0,TRUE,0.183688089251518,0.816311910748482
9,630,1,0,TRUE,0.163239181041718,0.836760818958282
7,660,1,0,TRUE,0.217194348573685,0.782805651426315
8,660,1,0,TRUE,0.197124779224396,0.802875220775604
9,660,1,0,TRUE,0.188612028956413,0.811387971043587
7,690,1,0,TRUE,0.217194348573685,0.782805651426315
8,690,1,0,TRUE,0.205146610736847,0.794853389263153
9,690,1,0,TRUE,0.188612028956413,0.811387971043587
7,720,1,0,TRUE,0.217194348573685,0.782805651426315
8,720,1,0,TRUE,0.205146610736847,0.794853389263153
9,720,1,0,TRUE,0.188612028956413,0.811387971043587
7,750,1,0,TRUE,0.217194348573685,0.782805651426315
8,750,1,0,TRUE,0.205146610736847,0.794853389263153
9,750,1,0,TRUE,0.188612028956413,0.811387971043587
7,780,1,0,TRUE,0.211571231484413,0.788428768515587
8,780,1,0,TRUE,0.203549101948738,0.796450898051262
9,780,1,0,TRUE,0.187112957239151,0.812887042760849
7,810,1,0,TRUE,0.216074436903,0.783925563097
8,810,1,0,TRUE,0.202665239572525,0.797334760427475
9,810,1,0,TRUE,0.193971022963524,0.806028977036476
7,840,1,0,TRUE,0.229859858751297,0.770140141248703
8,840,1,0,TRUE,0.202665239572525,0.797334760427475
9,840,1,0,TRUE,0.193971022963524,0.806028977036476
7,870,1,0,TRUE,0.229859858751297,0.770140141248703
8,870,1,0,TRUE,0.202665239572525,0.797334760427475
9,870,1,0,TRUE,0.193971022963524,0.806028977036476
7,900,1,0,TRUE,0.25490215420723,0.74509784579277
8,900,1,0,TRUE,0.198884293437004,0.801115706562996
9,900,1,0,TRUE,0.193971022963524,0.806028977036476
7,0,2,0,TRUE,0.0599382892251015,0.940061710774899
8,0,2,0,TRUE,0.0249032080173492,0.975096791982651
9,0,2,0,TRUE,0.0175200272351503,0.98247997276485
7,30,2,0,TRUE,0.11308891326189,0.88691108673811
8,30,2,0,TRUE,0.0758951753377914,0.924104824662209
9,30,2,0,TRUE,0.0344338119029999,0.965566188097
7,60,2,0,TRUE,0.122480571269989,0.877519428730011
8,60,2,0,TRUE,0.0824852734804153,0.917514726519585
9,60,2,0,TRUE,0.0375701226294041,0.962429877370596
7,90,2,0,TRUE,0.13818071782589,0.86181928217411
8,90,2,0,TRUE,0.0824852734804153,0.917514726519585
9,90,2,0,TRUE,0.0375701226294041,0.962429877370596
7,120,2,0,TRUE,0.144650161266327,0.855349838733673
8,120,2,0,TRUE,0.0824852734804153,0.917514726519585
9,120,2,0,TRUE,0.0503548868000507,0.949645113199949
7,150,2,0,TRUE,0.150803878903389,0.849196121096611
8,150,2,0,TRUE,0.0834861993789673,0.916513800621033
9,150,2,0,TRUE,0.0707878097891808,0.929212190210819
7,180,2,0,TRUE,0.170412957668304,0.829587042331696
8,180,2,0,TRUE,0.0846741423010826,0.915325857698917
9,180,2,0,TRUE,0.0718092247843742,0.928190775215626
7,210,2,0,TRUE,0.18997298181057,0.81002701818943
8,210,2,0,TRUE,0.0975498408079147,0.902450159192085
9,210,2,0,TRUE,0.081802487373352,0.918197512626648
7,240,2,0,TRUE,0.187825962901115,0.812174037098885
8,240,2,0,TRUE,0.101062692701817,0.898937307298183
9,240,2,0,TRUE,0.0807561054825783,0.919243894517422
7,270,2,0,TRUE,0.201246485114098,0.798753514885902
8,270,2,0,TRUE,0.114511951804161,0.885488048195839
9,270,2,0,TRUE,0.0888438001275063,0.911156199872494
7,300,2,0,TRUE,0.201246485114098,0.798753514885902
8,300,2,0,TRUE,0.126492217183113,0.873507782816887
9,300,2,0,TRUE,0.0888438001275063,0.911156199872494
7,330,2,0,TRUE,0.201246485114098,0.798753514885902
8,330,2,0,TRUE,0.141873240470886,0.858126759529114
9,330,2,0,TRUE,0.100727111101151,0.89927288889885
7,360,2,0,TRUE,0.201246485114098,0.798753514885902
8,360,2,0,TRUE,0.153584882616997,0.846415117383003
9,360,2,0,TRUE,0.133023113012314,0.866976886987686
7,390,2,0,TRUE,0.209733903408051,0.79026609659195
8,390,2,0,TRUE,0.151181668043137,0.848818331956863
9,390,2,0,TRUE,0.130792886018753,0.869207113981247
7,420,2,0,TRUE,0.214851349592209,0.785148650407791
8,420,2,0,TRUE,0.155150935053825,0.844849064946175
9,420,2,0,TRUE,0.150479540228844,0.849520459771156
7,450,2,0,TRUE,0.214851349592209,0.785148650407791
8,450,2,0,TRUE,0.168607711791992,0.831392288208008
9,450,2,0,TRUE,0.150479540228844,0.849520459771156
7,480,2,0,TRUE,0.214851349592209,0.785148650407791
8,480,2,0,TRUE,0.168607711791992,0.831392288208008
9,480,2,0,TRUE,0.148116409778595,0.851883590221405
7,510,2,0,TRUE,0.211256191134453,0.788743808865547
8,510,2,0,TRUE,0.172933429479599,0.827066570520401
9,510,2,0,TRUE,0.145431086421013,0.854568913578987
7,540,2,0,TRUE,0.211256191134453,0.788743808865547
8,540,2,0,TRUE,0.172933429479599,0.827066570520401
9,540,2,0,TRUE,0.145431086421013,0.854568913578987
7,570,2,0,TRUE,0.219695717096329,0.780304282903671
8,570,2,0,TRUE,0.185895219445229,0.814104780554771
9,570,2,0,TRUE,0.158202692866325,0.841797307133675
7,600,2,0,TRUE,0.219695717096329,0.780304282903671
8,600,2,0,TRUE,0.185895219445229,0.814104780554771
9,600,2,0,TRUE,0.165250331163406,0.834749668836594
7,630,2,0,TRUE,0.219695717096329,0.780304282903671
8,630,2,0,TRUE,0.185895219445229,0.814104780554771
9,630,2,0,TRUE,0.165250331163406,0.834749668836594
7,660,2,0,TRUE,0.219695717096329,0.780304282903671
8,660,2,0,TRUE,0.199453920125961,0.800546079874039
9,660,2,0,TRUE,0.190864473581314,0.809135526418686
7,690,2,0,TRUE,0.219695717096329,0.780304282903671
8,690,2,0,TRUE,0.207546010613441,0.792453989386559
9,690,2,0,TRUE,0.190864473581314,0.809135526418686
7,720,2,0,TRUE,0.219695717096329,0.780304282903671
8,720,2,0,TRUE,0.207546010613441,0.792453989386559
9,720,2,0,TRUE,0.190864473581314,0.809135526418686
7,750,2,0,TRUE,0.219695717096329,0.780304282903671
8,750,2,0,TRUE,0.207546010613441,0.792453989386559
9,750,2,0,TRUE,0.190864473581314,0.809135526418686
7,780,2,0,TRUE,0.214025542140007,0.785974457859993
8,780,2,0,TRUE,0.205934673547745,0.794065326452255
9,780,2,0,TRUE,0.189351692795753,0.810648307204247
7,810,2,0,TRUE,0.218566536903381,0.781433463096619
8,810,2,0,TRUE,0.205043122172356,0.794956877827644
9,810,2,0,TRUE,0.196271985769272,0.803728014230728
7,840,2,0,TRUE,0.232463777065277,0.767536222934723
8,840,2,0,TRUE,0.205043122172356,0.794956877827644
9,840,2,0,TRUE,0.196271985769272,0.803728014230728
7,870,2,0,TRUE,0.232463777065277,0.767536222934723
8,870,2,0,TRUE,0.205043122172356,0.794956877827644
9,870,2,0,TRUE,0.196271985769272,0.803728014230728
7,900,2,0,TRUE,0.257694840431213,0.742305159568787
8,900,2,0,TRUE,0.201229006052017,0.798770993947983
9,900,2,0,TRUE,0.196271985769272,0.803728014230728
7,0,3,0,TRUE,0.0608673952519894,0.939132604748011
8,0,3,0,TRUE,0.0253038536757231,0.974696146324277
9,0,3,0,TRUE,0.0178040564060211,0.982195943593979
7,30,3,0,TRUE,0.11474134773016,0.88525865226984
8,30,3,0,TRUE,0.0770513564348221,0.922948643565178
9,30,3,0,TRUE,0.0349822863936424,0.965017713606358
7,60,3,0,TRUE,0.124251022934914,0.875748977065086
8,60,3,0,TRUE,0.0837327614426613,0.916267238557339
9,60,3,0,TRUE,0.0381665788590908,0.961833421140909
7,90,3,0,TRUE,0.140141844749451,0.859858155250549
8,90,3,0,TRUE,0.0837327614426613,0.916267238557339
9,90,3,0,TRUE,0.0381665788590908,0.961833421140909
7,120,3,0,TRUE,0.146687492728233,0.853312507271767
8,120,3,0,TRUE,0.0837327614426613,0.916267238557339
9,120,3,0,TRUE,0.0511435270309448,0.948856472969055
7,150,3,0,TRUE,0.152912378311157,0.847087621688843
8,150,3,0,TRUE,0.084747426211834,0.915252573788166
9,150,3,0,TRUE,0.071872241795063,0.928127758204937
7,180,3,0,TRUE,0.173472091555595,0.826527908444405
8,180,3,0,TRUE,0.0859516263008118,0.914048373699188
9,180,3,0,TRUE,0.0729080736637115,0.927091926336288
7,210,3,0,TRUE,0.193301409482956,0.806698590517044
8,210,3,0,TRUE,0.0990005657076836,0.900999434292316
9,210,3,0,TRUE,0.0830405727028847,0.916959427297115
7,240,3,0,TRUE,0.19112566113472,0.80887433886528
8,240,3,0,TRUE,0.102559730410576,0.897440269589424
9,240,3,0,TRUE,0.0819797664880753,0.918020233511925
7,270,3,0,TRUE,0.20472252368927,0.79527747631073
8,270,3,0,TRUE,0.116182461380959,0.883817538619041
9,270,3,0,TRUE,0.0901779904961586,0.909822009503841
7,300,3,0,TRUE,0.20472252368927,0.79527747631073
8,300,3,0,TRUE,0.128885462880135,0.871114537119865
9,300,3,0,TRUE,0.0901779904961586,0.909822009503841
7,330,3,0,TRUE,0.20472252368927,0.79527747631073
8,330,3,0,TRUE,0.144509270787239,0.855490729212761
9,330,3,0,TRUE,0.102219738066196,0.897780261933804
7,360,3,0,TRUE,0.20472252368927,0.79527747631073
8,360,3,0,TRUE,0.156398877501488,0.843601122498512
9,360,3,0,TRUE,0.134922534227371,0.865077465772629
7,390,3,0,TRUE,0.213317409157753,0.786682590842247
8,390,3,0,TRUE,0.153959646821022,0.846040353178978
9,390,3,0,TRUE,0.133255064487457,0.866744935512543
7,420,3,0,TRUE,0.21849812567234,0.78150187432766
8,420,3,0,TRUE,0.157988280057907,0.842011719942093
9,420,3,0,TRUE,0.153246954083443,0.846753045916557
7,450,3,0,TRUE,0.21849812567234,0.78150187432766
8,450,3,0,TRUE,0.171641141176224,0.828358858823776
9,450,3,0,TRUE,0.153246954083443,0.846753045916557
7,480,3,0,TRUE,0.21849812567234,0.78150187432766
8,480,3,0,TRUE,0.171641141176224,0.828358858823776
9,480,3,0,TRUE,0.15084807574749,0.84915192425251
7,510,3,0,TRUE,0.214858621358871,0.785141378641129
8,510,3,0,TRUE,0.176028206944466,0.823971793055534
9,510,3,0,TRUE,0.14812183380127,0.85187816619873
7,540,3,0,TRUE,0.214858621358871,0.785141378641129
8,540,3,0,TRUE,0.176028206944466,0.823971793055534
9,540,3,0,TRUE,0.14812183380127,0.85187816619873
7,570,3,0,TRUE,0.223401293158531,0.776598706841469
8,570,3,0,TRUE,0.189168885350227,0.810831114649773
9,570,3,0,TRUE,0.161085188388824,0.838914811611176
7,600,3,0,TRUE,0.223401293158531,0.776598706841469
8,600,3,0,TRUE,0.189168885350227,0.810831114649773
9,600,3,0,TRUE,0.168235570192337,0.831764429807663
7,630,3,0,TRUE,0.223401293158531,0.776598706841469
8,630,3,0,TRUE,0.189168885350227,0.810831114649773
9,630,3,0,TRUE,0.168235570192337,0.831764429807663
7,660,3,0,TRUE,0.223401293158531,0.776598706841469
8,660,3,0,TRUE,0.202906861901283,0.797093138098717
9,660,3,0,TRUE,0.194204777479172,0.805795222520828
7,690,3,0,TRUE,0.223401293158531,0.776598706841469
8,690,3,0,TRUE,0.211102098226547,0.788897901773453
9,690,3,0,TRUE,0.194204777479172,0.805795222520828
7,720,3,0,TRUE,0.223401293158531,0.776598706841469
8,720,3,0,TRUE,0.211102098226547,0.788897901773453
9,720,3,0,TRUE,0.194204777479172,0.805795222520828
7,750,3,0,TRUE,0.223401293158531,0.776598706841469
8,750,3,0,TRUE,0.211102098226547,0.788897901773453
9,750,3,0,TRUE,0.194204777479172,0.805795222520828
7,780,3,0,TRUE,0.219159319996834,0.780840680003166
8,780,3,0,TRUE,0.210926473140717,0.789073526859283
9,780,3,0,TRUE,0.194039732217789,0.805960267782211
7,810,3,0,TRUE,0.223778203129768,0.776221796870232
8,810,3,0,TRUE,0.210019007325172,0.789980992674828
9,810,3,0,TRUE,0.20108887553215,0.79891112446785
7,840,3,0,TRUE,0.237905964255333,0.762094035744667
8,840,3,0,TRUE,0.210019007325172,0.789980992674828
9,840,3,0,TRUE,0.20108887553215,0.79891112446785
7,870,3,0,TRUE,0.237905964255333,0.762094035744667
8,870,3,0,TRUE,0.210019007325172,0.789980992674828
9,870,3,0,TRUE,0.20108887553215,0.79891112446785
7,900,3,0,TRUE,0.263524889945984,0.736475110054016
8,900,3,0,TRUE,0.206136345863342,0.793863654136658
9,900,3,0,TRUE,0.20108887553215,0.79891112446785
7,0,0,1,TRUE,0.0275190398097038,0.972480960190296
8,0,0,1,TRUE,0.0100655406713486,0.989934459328651
9,0,0,1,TRUE,0.00704954843968153,0.992950451560318
7,30,0,1,TRUE,0.0580894164741039,0.941910583525896
8,30,0,1,TRUE,0.0382052138447762,0.961794786155224
9,30,0,1,TRUE,0.0152370622381568,0.984762937761843
7,60,0,1,TRUE,0.0704358965158463,0.929564103484154
8,60,0,1,TRUE,0.0465342439711094,0.953465756028891
9,60,0,1,TRUE,0.0186559781432152,0.981344021856785
7,90,0,1,TRUE,0.0871123373508453,0.912887662649155
8,90,0,1,TRUE,0.0465342439711094,0.953465756028891
9,90,0,1,TRUE,0.0186559781432152,0.981344021856785
7,120,0,1,TRUE,0.0914445146918297,0.90855548530817
8,120,0,1,TRUE,0.0465342439711094,0.953465756028891
9,120,0,1,TRUE,0.0251727811992168,0.974827218800783
7,150,0,1,TRUE,0.0958017110824585,0.904198288917542
8,150,0,1,TRUE,0.0471213199198246,0.952878680080175
9,150,0,1,TRUE,0.0397144109010696,0.96028558909893
7,180,0,1,TRUE,0.115476422011852,0.884523577988148
8,180,0,1,TRUE,0.050779078155756,0.949220921844244
9,180,0,1,TRUE,0.0428230538964272,0.957176946103573
7,210,0,1,TRUE,0.129716828465462,0.870283171534538
8,210,0,1,TRUE,0.0641337409615517,0.935866259038448
9,210,0,1,TRUE,0.0489954128861427,0.951004587113857
7,240,0,1,TRUE,0.128143087029457,0.871856912970543
8,240,0,1,TRUE,0.0665319710969925,0.933468028903008
9,240,0,1,TRUE,0.0483465865254402,0.95165341347456
7,270,0,1,TRUE,0.150704562664032,0.849295437335968
8,270,0,1,TRUE,0.0759466588497162,0.924053341150284
9,270,0,1,TRUE,0.0533769503235817,0.946623049676418
7,300,0,1,TRUE,0.150704562664032,0.849295437335968
8,300,0,1,TRUE,0.0842762291431427,0.915723770856857
9,300,0,1,TRUE,0.0533769503235817,0.946623049676418
7,330,0,1,TRUE,0.150704562664032,0.849295437335968
8,330,0,1,TRUE,0.0950826331973076,0.904917366802692
9,330,0,1,TRUE,0.066302590072155,0.933697409927845
7,360,0,1,TRUE,0.150704562664032,0.849295437335968
8,360,0,1,TRUE,0.103397108614445,0.896602891385555
9,360,0,1,TRUE,0.088849201798439,0.911150798201561
7,390,0,1,TRUE,0.157480657100677,0.842519342899323
8,390,0,1,TRUE,0.111458651721478,0.888541348278522
9,390,0,1,TRUE,0.0872849822044373,0.912715017795563
7,420,0,1,TRUE,0.161583840847015,0.838416159152985
8,420,0,1,TRUE,0.114525735378265,0.885474264621735
9,420,0,1,TRUE,0.101185224950314,0.898814775049686
7,450,0,1,TRUE,0.161583840847015,0.838416159152985
8,450,0,1,TRUE,0.124980241060257,0.875019758939743
9,450,0,1,TRUE,0.101185224950314,0.898814775049686
7,480,0,1,TRUE,0.161583840847015,0.838416159152985
8,480,0,1,TRUE,0.124980241060257,0.875019758939743
9,480,0,1,TRUE,0.109095297753811,0.890904702246189
7,510,0,1,TRUE,0.158699855208397,0.841300144791603
8,510,0,1,TRUE,0.128359481692314,0.871640518307686
9,510,0,1,TRUE,0.107028543949127,0.892971456050873
7,540,0,1,TRUE,0.158699855208397,0.841300144791603
8,540,0,1,TRUE,0.128359481692314,0.871640518307686
9,540,0,1,TRUE,0.107028543949127,0.892971456050873
7,570,0,1,TRUE,0.16548028588295,0.83451971411705
8,570,0,1,TRUE,0.138539955019951,0.861460044980049
9,570,0,1,TRUE,0.116888955235481,0.883111044764519
7,600,0,1,TRUE,0.16548028588295,0.83451971411705
8,600,0,1,TRUE,0.138539955019951,0.861460044980049
9,600,0,1,TRUE,0.122363723814487,0.877636276185513
7,630,0,1,TRUE,0.16548028588295,0.83451971411705
8,630,0,1,TRUE,0.138539955019951,0.861460044980049
9,630,0,1,TRUE,0.122363723814487,0.877636276185513
7,660,0,1,TRUE,0.16548028588295,0.83451971411705
8,660,0,1,TRUE,0.149278029799461,0.850721970200539
9,660,0,1,TRUE,0.142464876174927,0.857535123825073
7,690,0,1,TRUE,0.16548028588295,0.83451971411705
8,690,0,1,TRUE,0.155730441212654,0.844269558787346
9,690,0,1,TRUE,0.142464876174927,0.857535123825073
7,720,0,1,TRUE,0.16548028588295,0.83451971411705
8,720,0,1,TRUE,0.155730441212654,0.844269558787346
9,720,0,1,TRUE,0.142464876174927,0.857535123825073
7,750,0,1,TRUE,0.16548028588295,0.83451971411705
8,750,0,1,TRUE,0.155730441212654,0.844269558787346
9,750,0,1,TRUE,0.142464876174927,0.857535123825073
7,780,0,1,TRUE,0.160920798778534,0.839079201221466
8,780,0,1,TRUE,0.154442980885506,0.845557019114494
9,780,0,1,TRUE,0.141268730163574,0.858731269836426
7,810,0,1,TRUE,0.164570972323418,0.835429027676582
8,810,0,1,TRUE,0.153731182217598,0.846268817782402
9,810,0,1,TRUE,0.146749839186668,0.853250160813332
7,840,0,1,TRUE,0.175807401537895,0.824192598462105
8,840,0,1,TRUE,0.153731182217598,0.846268817782402
9,840,0,1,TRUE,0.146749839186668,0.853250160813332
7,870,0,1,TRUE,0.175807401537895,0.824192598462105
8,870,0,1,TRUE,0.153731182217598,0.846268817782402
9,870,0,1,TRUE,0.146749839186668,0.853250160813332
7,900,0,1,TRUE,0.196463137865067,0.803536862134933
8,900,0,1,TRUE,0.150690615177155,0.849309384822845
9,900,0,1,TRUE,0.146749839186668,0.853250160813332
7,0,1,1,TRUE,0.0398416742682457,0.960158325731754
8,0,1,1,TRUE,0.016349159181118,0.983650840818882
9,0,1,1,TRUE,0.0114722037687898,0.98852779623121
7,30,1,1,TRUE,0.082933634519577,0.917066365480423
8,30,1,1,TRUE,0.0550421327352524,0.944957867264748
9,30,1,1,TRUE,0.0246686358004808,0.975331364199519
7,60,1,1,TRUE,0.0999999493360519,0.900000050663948
8,60,1,1,TRUE,0.0667868480086327,0.933213151991367
9,60,1,1,TRUE,0.030139060690999,0.969860939309001
7,90,1,1,TRUE,0.113190114498138,0.886809885501862
